Ensemble,Random
0.754432147113,0.757186394797
0.760875979077,0.760921351916
0.760875979077,0.760921351916
0.760875979077,0.760921351916
0.760875979077,0.760921351916
0.760875979077,0.761221831424
0.760875979077,0.761221831424
0.760875979077,0.761221831424
0.760875979077,0.761221831424
0.761802984077,0.761221831424
0.761802984077,0.761221831424
0.761802984077,0.761221831424
0.761802984077,0.762518656305
0.761983000351,0.762518656305
0.761983000351,0.762518656305
0.761983000351,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.762518656305
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.762606037553,0.763632836346
0.763268040828,0.763632836346
0.763268040828,0.763632836346
0.763268040828,0.763632836346
0.763268040828,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.763288948442,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.76408285664,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764249797351,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
0.764452701641,0.763632836346
